TABLO-4 2024 Yýlý Merkezi Yerleþtirme Ýle Öðrenci Alan Yükseköðretim Lisans Programlarý;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Genel Kontenjan;;;;Okul Birincisi Kontenjaný;;;;Depremzede Aday Kontenjaný;;;;34 Yaþ Üstü Kadýn Kontenjaný;;;;Þehit Yakýný-Gazi/Gazi Yakýný Kontenjaný;;;
Program Kodu;Üniversite Türü;Üniversite Adý;Fakülte/Yüksekokul Adý;Program Adý;Puan Türü;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan;Kontenjan;Yerleþen;En Küçük Puan;En Büyük Puan
209510117;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Hukuk Fakültesi;Hukuk (Ücretli);EA;8;1;351,50734;351,50734;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510037;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Ýngilizce Mütercim ve Tercümanlýk (%50 Ýndirimli);DÝL;34;34;286,50546;409,11859;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510036;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Ýngilizce Mütercim ve Tercümanlýk (Burslu);DÝL;6;6;436,96631;449,73985;--;--;--;--;1;1;417,37618;417,37618;--;--;--;--;1;0;--;--
209510035;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Ýngilizce Mütercim ve Tercümanlýk (Ücretli);DÝL;7;7;214,07769;261,43213;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510103;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Ýþletme (Ýngilizce) (%50 Ýndirimli);EA;34;34;200,28815;278,30275;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510046;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Ýþletme (Ýngilizce) (Burslu);EA;5;5;340,64113;348,10628;--;--;--;--;1;1;336,56817;336,56817;--;--;--;--;1;0;--;--
209510075;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Psikoloji (%50 Ýndirimli);EA;36;36;316,03036;342,65344;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510068;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Psikoloji (Burslu);EA;10;10;376,75483;387,90167;--;--;--;--;1;1;373,71845;373,71845;--;--;--;--;1;1;283,14161;283,14161
209510131;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Psikoloji (Ýngilizce) (%50 Ýndirimli);EA;36;36;308,85608;330,43071;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510011;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Psikoloji (Ýngilizce) (Burslu);EA;10;10;377,09971;383,35191;--;--;--;--;1;1;370,77751;370,77751;--;--;--;--;1;1;290,31982;290,31982
209510010;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Psikoloji (Ýngilizce) (Ücretli);EA;23;23;235,07503;281,13503;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510061;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Psikoloji (Ücretli);EA;23;23;260,19886;326,33232;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510043;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Siyaset Bilimi ve Kamu Yönetimi (Ýngilizce) (%50 Ýndirimli);EA;34;25;186,10765;322,94682;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510042;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Siyaset Bilimi ve Kamu Yönetimi (Ýngilizce) (Burslu);EA;5;5;336,47573;342,83449;--;--;--;--;1;1;326,04519;326,04519;--;--;--;--;1;1;247,07013;247,07013
209510166;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Yönetim Biliþim Sistemleri (%50 Ýndirimli);EA;39;39;261,32726;322,10182;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510159;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Yönetim Biliþim Sistemleri (Burslu);EA;7;7;373,60088;374,51892;--;--;--;--;1;1;366,44856;366,44856;--;--;--;--;1;0;--;--
209510034;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Yönetim Biliþim Sistemleri (Ýngilizce) (%50 Ýndirimli);EA;38;38;257,45686;360,57641;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510033;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Yönetim Biliþim Sistemleri (Ýngilizce) (Burslu);EA;7;7;375,34455;393,50570;--;--;--;--;1;1;362,83410;362,83410;--;--;--;--;1;0;--;--
209510032;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Yönetim Biliþim Sistemleri (Ýngilizce) (Ücretli);EA;4;4;237,88389;257,37149;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510152;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Ýnsan ve Toplum Bilimleri Fakültesi;Yönetim Biliþim Sistemleri (Ücretli);EA;4;3;209,98725;217,34512;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510229;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Bilgisayar Mühendisliði (%50 Ýndirimli);SAY;31;21;292,04548;386,70333;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510222;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Bilgisayar Mühendisliði (Burslu);SAY;5;5;424,58894;438,25834;--;--;--;--;1;1;405,44686;405,44686;--;--;--;--;1;0;--;--
209510015;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Bilgisayar Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;56;56;297,21887;407,72801;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510014;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Bilgisayar Mühendisliði (Ýngilizce) (Burslu);SAY;10;10;430,30696;468,10268;--;--;--;--;1;1;428,47511;428,47511;--;--;--;--;2;0;--;--
209510013;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Bilgisayar Mühendisliði (Ýngilizce) (Ücretli);SAY;12;3;292,80915;323,88853;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510215;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Bilgisayar Mühendisliði (Ücretli);SAY;4;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510096;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Biliþim Sistemleri Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;68;8;292,79034;302,41842;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510089;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Biliþim Sistemleri Mühendisliði (Ýngilizce) (Burslu);SAY;11;11;397,28056;416,39670;--;--;--;--;1;1;364,23994;364,23994;--;--;--;--;2;0;--;--
209510082;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Biliþim Sistemleri Mühendisliði (Ýngilizce) (Ücretli);SAY;4;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510054;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Elektrik-Elektronik Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;47;14;292,03730;343,76250;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510025;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Elektrik-Elektronik Mühendisliði (Ýngilizce) (Burslu);SAY;8;8;417,25390;431,30584;--;--;--;--;1;1;409,99459;409,99459;--;--;--;--;1;0;--;--
209510110;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Elektrik-Elektronik Mühendisliði (Ýngilizce) (Ücretli);SAY;4;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510028;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Endüstri Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;38;13;292,46258;318,31228;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510027;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Endüstri Mühendisliði (Ýngilizce) (Burslu);SAY;6;6;410,87282;420,91095;--;--;--;--;1;1;396,17713;396,17713;--;--;--;--;1;0;--;--
209510024;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Yazýlým Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;56;19;291,18112;369,05434;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
209510023;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Yazýlým Mühendisliði (Ýngilizce) (Burslu);SAY;10;10;417,06405;434,59876;--;--;--;--;1;1;410,59512;410,59512;--;--;--;--;1;0;--;--
209510022;VAKIF;ANKARA BÝLÝM ÜNÝVERSÝTESÝ;Mühendislik ve Mimarlýk Fakültesi;Yazýlým Mühendisliði (Ýngilizce) (Ücretli);SAY;8;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
111790330;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Arapça Mütercim ve Tercümanlýk;DÝL;65;67;337,09050;434,78838;2;0;--;--;--;--;--;--;2;2;297,41244;323,98867;--;--;--;--
111711613;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Arkeoloji;EA;30;31;283,31053;330,96371;1;0;--;--;--;--;--;--;1;1;269,70395;269,70395;--;--;--;--
111790381;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Coðrafya;SÖZ;35;36;368,29566;384,43917;1;0;--;--;--;--;--;--;1;1;324,14954;324,14954;--;--;--;--
111710087;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Çaðdaþ Türk Lehçeleri ve Edebiyatlarý;SÖZ;65;67;331,63209;364,51638;2;0;--;--;--;--;--;--;2;2;328,04383;328,39836;--;--;--;--
111790360;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Çin Dili ve Edebiyatý;DÝL;35;36;409,30517;435,01151;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
111710096;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Felsefe;EA;40;41;289,47189;327,95797;1;0;--;--;--;--;--;--;1;1;262,66193;262,66193;--;--;--;--
111711631;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Fransýz Dili ve Edebiyatý;DÝL;65;66;387,35807;440,29798;2;1;204,65832;204,65832;--;--;--;--;2;2;192,40356;197,73396;--;--;--;--
111790430;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Fransýzca Mütercim ve Tercümanlýk;DÝL;30;30;392,25663;423,39445;1;1;219,65571;219,65571;--;--;--;--;1;1;197,28376;197,28376;--;--;--;--
111790331;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Ýngiliz Dili ve Edebiyatý (Ýngilizce);DÝL;70;70;425,68809;441,77226;2;2;317,74926;348,40822;--;--;--;--;2;2;236,95007;247,30622;--;--;--;--
111790325;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Psikoloji;EA;70;70;388,32458;414,90929;2;2;366,63355;377,56109;--;--;--;--;2;2;312,46307;338,44572;--;--;--;--
111710148;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Rus Dili ve Edebiyatý;DÝL;55;57;384,80048;413,73815;2;0;--;--;--;--;--;--;2;2;194,46906;325,08381;--;--;--;--
111710157;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Sanat Tarihi;SÖZ;30;31;355,96595;390,60074;1;0;--;--;--;--;--;--;1;1;338,27733;338,27733;--;--;--;--
111711597;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Sosyoloji;EA;40;41;310,55420;335,50095;1;0;--;--;--;--;--;--;1;1;282,43554;282,43554;--;--;--;--
111710166;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Tarih;SÖZ;30;31;399,49796;444,07072;1;0;--;--;--;--;--;--;1;1;379,81736;379,81736;--;--;--;--
111710175;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Türk Dili ve Edebiyatý;SÖZ;30;31;390,46770;424,55138;1;0;--;--;--;--;--;--;1;1;376,91053;376,91053;--;--;--;--
111710184;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Edebiyat Fakültesi;Türk Halkbilimi;SÖZ;65;67;324,74756;364,31887;2;0;--;--;--;--;--;--;2;2;311,09692;311,43647;--;--;--;--
111790437;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Finansal Bilimler Fakültesi;Finans ve Bankacýlýk;EA;80;81;307,70380;339,15812;2;1;231,62793;231,62793;--;--;--;--;2;2;232,33078;236,31310;--;--;--;--
111790444;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Finansal Bilimler Fakültesi;Sigortacýlýk;EA;80;81;287,81088;308,93778;2;1;282,46886;282,46886;--;--;--;--;2;2;222,11034;229,03349;--;--;--;--
111711755;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Güzel Sanatlar Fakültesi;Fotoðraf ve Video;SÖZ;55;57;335,92585;386,22196;2;0;--;--;--;--;--;--;2;2;289,29478;289,83045;--;--;--;--
111790451;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Güzel Sanatlar Fakültesi;Fotoðraf ve Video (KKTC UYRUKLU);SÖZ;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
111711985;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Güzel Sanatlar Fakültesi;Görsel Ýletiþim Tasarýmý;SÖZ;65;66;376,99528;426,90378;2;1;278,95708;278,95708;--;--;--;--;2;2;315,29875;358,98059;--;--;--;--
111711764;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Güzel Sanatlar Fakültesi;Kültür Varlýklarýný Koruma ve Onarým;EA;55;57;264,44640;284,79363;2;0;--;--;--;--;--;--;2;2;254,99702;256,56432;--;--;--;--
111710412;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Hukuk Fakültesi;Hukuk;EA;300;300;434,17471;454,72468;8;8;422,67900;434,02179;--;--;--;--;--;--;--;--;--;--;--;--
111710421;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Çalýþma Ekonomisi ve Endüstri Ýliþkileri;EA;95;97;310,59302;325,88100;3;1;202,73617;202,73617;--;--;--;--;3;3;235,75503;255,23707;--;--;--;--
111710439;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ekonometri;EA;85;88;297,26653;326,96391;3;0;--;--;--;--;--;--;3;3;213,19113;244,01187;--;--;--;--
111710448;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýktisat;EA;140;142;325,93606;372,71248;4;2;230,02100;306,04621;--;--;--;--;4;4;221,65264;230,37037;--;--;--;--
111710457;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme;EA;145;145;324,88750;390,78408;4;4;260,49272;310,96917;--;--;--;--;4;4;233,78593;242,71351;--;--;--;--
111712126;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Ýþletme (Ýngilizce);EA;65;65;353,43624;377,88248;2;2;312,96799;315,62192;--;--;--;--;2;2;226,60676;230,88178;--;--;--;--
111710475;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Maliye;EA;120;120;328,55264;378,90121;3;3;198,90169;266,47390;--;--;--;--;3;3;238,77231;279,90425;--;--;--;--
111712056;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Saðlýk Yönetimi;EA;80;80;301,48372;320,53247;2;2;222,03127;286,29479;--;--;--;--;2;2;252,76024;255,45265;--;--;--;--
111712198;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Saðlýk Yönetimi (KKTC Uyruklu);EA;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
111711994;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Siyaset Bilimi ve Kamu Yönetimi;EA;120;120;339,25286;375,58887;3;3;316,90827;330,55851;--;--;--;--;3;3;236,26934;255,89413;--;--;--;--
111710484;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ýliþkiler;EA;95;95;337,67610;360,94538;3;3;247,04025;322,63396;--;--;--;--;3;3;242,77523;255,52874;--;--;--;--
111712117;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ýliþkiler (Ýngilizce);EA;65;65;354,71610;402,29347;2;2;326,00578;329,91099;--;--;--;--;2;2;243,95042;262,99396;--;--;--;--
111790327;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Uluslararasý Ticaret ve Finansman;EA;85;87;321,60811;403,62470;3;1;306,72962;306,72962;--;--;--;--;3;3;230,66721;239,43971;--;--;--;--
111790346;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýktisadi ve Ýdari Bilimler Fakültesi;Yönetim Biliþim Sistemleri;EA;55;55;376,87619;408,85495;2;2;343,98494;357,76606;--;--;--;--;2;2;242,30962;243,85427;--;--;--;--
111790402;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýlahiyat Fakültesi;Ýlahiyat;SÖZ;80;80;362,84824;447,44468;2;2;341,68382;345,27281;--;--;--;--;2;2;347,23768;351,65517;--;--;--;--
111790409;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýlahiyat Fakültesi;Ýlahiyat (M.T.O.K.);SÖZ;8;8;351,76670;441,05322;--;--;--;--;--;--;--;--;1;1;296,88236;296,88236;--;--;--;--
111710493;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Gazetecilik;SÖZ;85;88;355,48870;395,11807;3;0;--;--;--;--;--;--;3;3;315,11254;327,58682;--;--;--;--
111712205;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Gazetecilik (KKTC Uyruklu);SÖZ;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
111710509;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Halkla Ýliþkiler ve Tanýtým;SÖZ;80;81;358,19629;422,12674;2;1;321,88822;321,88822;--;--;--;--;2;2;312,84361;321,73328;--;--;--;--
111710518;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Ýletiþim Fakültesi;Radyo, Televizyon ve Sinema;SÖZ;85;86;369,78120;409,06387;3;2;271,95563;295,79958;--;--;--;--;3;3;296,79060;300,72851;--;--;--;--
111711507;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Polatlý Fen-Edebiyat Fakültesi;Biyoloji;SAY;30;31;277,31309;302,93490;1;0;--;--;--;--;--;--;1;1;221,52809;221,52809;--;--;--;--
111790328;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Polatlý Fen-Edebiyat Fakültesi;Fizik;SAY;30;31;268,15830;292,40343;1;0;--;--;--;--;--;--;1;1;196,53207;196,53207;--;--;--;--
111711525;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Polatlý Fen-Edebiyat Fakültesi;Kimya;SAY;30;30;283,53874;330,49217;1;1;230,89585;230,89585;--;--;--;--;1;1;208,34138;208,34138;--;--;--;--
111711534;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Polatlý Fen-Edebiyat Fakültesi;Matematik;SAY;40;41;293,10829;355,39222;1;0;--;--;--;--;--;--;1;1;234,77518;234,77518;--;--;--;--
111711543;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Polatlý Fen-Edebiyat Fakültesi;Tarih;SÖZ;30;31;342,98920;379,07529;1;0;--;--;--;--;--;--;1;1;327,80077;327,80077;--;--;--;--
111711552;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Polatlý Fen-Edebiyat Fakültesi;Türk Dili ve Edebiyatý;SÖZ;30;31;350,29528;396,31637;1;0;--;--;--;--;--;--;1;1;334,01415;334,01415;--;--;--;--
111790315;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Sanat ve Tasarým Fakültesi;El Sanatlarý;SÖZ;24;25;329,18237;427,12698;1;0;--;--;--;--;--;--;1;1;326,02660;326,02660;--;--;--;--
111790353;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Sanat ve Tasarým Fakültesi;El Sanatlarý (KKTC UYRUKLU);SÖZ;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
111712214;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Sanat ve Tasarým Fakültesi;El Sanatlarý (M.T.O.K.);SÖZ;25;26;217,90769;300,51668;1;0;--;--;--;--;--;--;1;1;215,61836;215,61836;--;--;--;--
111790316;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Sanat ve Tasarým Fakültesi;Kuyumculuk ve Mücevher Tasarýmý;EA;25;25;287,31285;318,61313;1;1;254,24086;254,24086;--;--;--;--;1;1;268,21056;268,21056;--;--;--;--
111790317;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Sanat ve Tasarým Fakültesi;Moda Tasarýmý;EA;30;30;303,68191;360,76168;1;1;271,17647;271,17647;--;--;--;--;1;1;271,71428;271,71428;--;--;--;--
111712268;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Sanat ve Tasarým Fakültesi;Moda Tasarýmý (M.T.O.K.);EA;20;20;250,19588;302,12514;1;1;243,82960;243,82960;--;--;--;--;1;1;220,62349;220,62349;--;--;--;--
111790318;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Sanat ve Tasarým Fakültesi;Tekstil Tasarýmý;EA;30;30;285,22531;328,21955;1;1;253,53748;253,53748;--;--;--;--;1;1;240,18679;240,18679;--;--;--;--
111790416;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Sanat ve Tasarým Fakültesi;Tekstil Tasarýmý (KKTC UYRUKLU);EA;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
111712277;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Sanat ve Tasarým Fakültesi;Tekstil Tasarýmý (M.T.O.K.);EA;12;13;225,54709;269,50720;1;0;--;--;--;--;--;--;1;1;220,13643;220,13643;--;--;--;--
111790339;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Tapu Kadastro Yüksekokulu;Emlak ve Emlak Yönetimi;EA;50;52;271,95959;320,00857;2;0;--;--;--;--;--;--;2;2;244,98287;265,54786;--;--;--;--
111711667;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Tapu Kadastro Yüksekokulu;Tapu Kadastro;EA;65;67;304,27137;346,35699;2;0;--;--;--;--;--;--;2;2;238,48285;269,64888;--;--;--;--
111711437;DEVLET;ANKARA HACI BAYRAM VELÝ ÜNÝVERSÝTESÝ;Turizm Fakültesi;Gastronomi ve Mutfak Sanatlarý;SÖZ;69;69;399,47566;430,47852;2;2;353,34327;362,66353;--;--;--;--;2;2;331,94657;368,46246;--;--;--;--
